,product_name,normal_price,special_price,description
10,['BOLSO DE HOMBRO TRENZADO CUERDAS'],"39,95 EUR","25,99 EUR","['COMPOSICIÓN, CUIDADOS & ORIGENCOMPOSICIÓNTrabajamos con programas de seguimiento para garantizar el cumplimiento de nuestros estándares sociales, medioambientales y de seguridad y salud de nuestros productos. Para evaluar su cumplimiento hemos desarrollado un programa de auditorías y planes de mejora continua.EXTERIORTEJIDO PRINCIPAL100% algodónMATERIAL SECUNDARIO100% poliuretanoFORRO100% algodónCUIDADOSCuidar de tus prendas es cuidar del medioambiente.Acciones simples como limpiar los artículos con un paño de algodón seco o un cepillo suave, según las características del producto, pueden ayudarnos a cuidarlos. Siempre que sea posible, intenta usar productos respetuosos con el medioambiente.Guía para el cuidado de la ropaNo lavarNo usar lejía / blanqueadorNo plancharNo limpieza en secoNo usar secadoraORIGENTrabajamos con nuestros proveedores, trabajadores, sindicatos y organismos internacionales para desarrollar una cadena de suministro en la que se respetan y promueven los derechos humanos, contribuyendo a los Objetivos de Desarrollo Sostenible de Naciones Unidas.Gracias a la colaboración con nuestros proveedores, trabajamos para conocer las instalaciones y procesos que se emplean para fabricar nuestros productos con el objetivo de conocer su trazabilidad.Hecho en ChinaVer más']"
11,['BOLSO BANDOLERA MULTIPOSICIÓN'],"25,95 EUR","15,99 EUR","['COMPOSICIÓN, CUIDADOS & ORIGENCOMPOSICIÓNTrabajamos con programas de seguimiento para garantizar el cumplimiento de nuestros estándares sociales, medioambientales y de seguridad y salud de nuestros productos. Para evaluar su cumplimiento hemos desarrollado un programa de auditorías y planes de mejora continua.EXTERIORMATERIAL PRINCIPAL100% poliuretanoASA LARGA80% hierro20% poliuretanoFORRO100% poliésterCUIDADOSCuidar de tus prendas es cuidar del medioambiente.Acciones simples como limpiar los artículos con un paño de algodón seco o un cepillo suave, según las características del producto, pueden ayudarnos a cuidarlos. Siempre que sea posible, intenta usar productos respetuosos con el medioambiente.Guía para el cuidado de la ropaNo lavarNo usar lejía / blanqueadorNo plancharNo limpieza en secoNo usar secadoraORIGENTrabajamos con nuestros proveedores, trabajadores, sindicatos y organismos internacionales para desarrollar una cadena de suministro en la que se respetan y promueven los derechos humanos, contribuyendo a los Objetivos de Desarrollo Sostenible de Naciones Unidas.Gracias a la colaboración con nuestros proveedores, trabajamos para conocer las instalaciones y procesos que se emplean para fabricar nuestros productos con el objetivo de conocer su trazabilidad.Hecho en ChinaVer más']"
12,['SANDALIA TACÓN TIRAS'],"39,95 EUR","39,95 EUR","['COMPOSICIÓN, CUIDADOS & ORIGENCOMPOSICIÓNTrabajamos con programas de seguimiento para garantizar el cumplimiento de nuestros estándares sociales, medioambientales y de seguridad y salud de nuestros productos. Para evaluar su cumplimiento hemos desarrollado un programa de auditorías y planes de mejora continua.CORTE100% poliuretanoFORRO100% poliuretanoSUELA100% poliuretano termoplásticoPLANTILLA100% poliuretanoEmpeineForro y plantillaSuelaCueroCuero untadoTextilOtros materialesCUIDADOSCuidar de tus prendas es cuidar del medioambiente.Acciones simples como limpiar los artículos con un paño de algodón seco o un cepillo suave, según las características del producto, pueden ayudarnos a cuidarlos. Siempre que sea posible, intenta usar productos respetuosos con el medioambiente.Guía para el cuidado de la ropaNo lavarNo sumergir en aguaNo usar lejía / blanqueadorCuero/Charol/Antic. Limpiar con trapo de algodón seco.No plancharAnte/Nobuck/Serraje. Limpiar con cepillo suave o esponja dura.No limpieza en secoCuero. Se pueden aplicar ceras incoloras o al tono de la piel.No usar secadoraAnte/Nobuck/Serraje. Pueden protegerse con sprays tratantes o repelentes de polvo (hidrofugante para mopas).ORIGENTrabajamos con nuestros proveedores, trabajadores, sindicatos y organismos internacionales para desarrollar una cadena de suministro en la que se respetan y promueven los derechos humanos, contribuyendo a los Objetivos de Desarrollo Sostenible de Naciones Unidas.Gracias a la colaboración con nuestros proveedores, trabajamos para conocer las instalaciones y procesos que se emplean para fabricar nuestros productos con el objetivo de conocer su trazabilidad.Hecho en VietnamVer más']"
13,['ZAPATILLAS DEPORTIVAS BAMBA COMBINADAS'],"35,95 EUR","22,99 EUR","['COMPOSICIÓN, CUIDADOS & ORIGENCOMPOSICIÓNTrabajamos con programas de seguimiento para garantizar el cumplimiento de nuestros estándares sociales, medioambientales y de seguridad y salud de nuestros productos. Para evaluar su cumplimiento hemos desarrollado un programa de auditorías y planes de mejora continua.CORTE60% poliuretano40% piel vacunoFORRO60% poliéster40% poliuretanoSUELA100% estireno butadieno estirenoPLANTILLA100% poliuretanoLENGÜETA100% poliuretanoEmpeineForro y plantillaSuelaCueroCuero untadoTextilOtros materialesCUIDADOSCuidar de tus prendas es cuidar del medioambiente.Acciones simples como limpiar los artículos con un paño de algodón seco o un cepillo suave, según las características del producto, pueden ayudarnos a cuidarlos. Siempre que sea posible, intenta usar productos respetuosos con el medioambiente.Guía para el cuidado de la ropaNo lavarNo sumergir en aguaNo usar lejía / blanqueadorCuero/Charol/Antic. Limpiar con trapo de algodón seco.No plancharAnte/Nobuck/Serraje. Limpiar con cepillo suave o esponja dura.No limpieza en secoCuero. Se pueden aplicar ceras incoloras o al tono de la piel.No usar secadoraAnte/Nobuck/Serraje. Pueden protegerse con sprays tratantes o repelentes de polvo (hidrofugante para mopas).ORIGENTrabajamos con nuestros proveedores, trabajadores, sindicatos y organismos internacionales para desarrollar una cadena de suministro en la que se respetan y promueven los derechos humanos, contribuyendo a los Objetivos de Desarrollo Sostenible de Naciones Unidas.Gracias a la colaboración con nuestros proveedores, trabajamos para conocer las instalaciones y procesos que se emplean para fabricar nuestros productos con el objetivo de conocer su trazabilidad.Hecho en ChinaVer más']"
14,['CAMISA PLIEGUES CINTURÓN ZW COLLECTION'],"29,95 EUR","17,99 EUR","['COMPOSICIÓN, CUIDADOS & ORIGENCOMPOSICIÓNTrabajamos con programas de seguimiento para garantizar el cumplimiento de nuestros estándares sociales, medioambientales y de seguridad y salud de nuestros productos. Para evaluar su cumplimiento hemos desarrollado un programa de auditorías y planes de mejora continua.EXTERIOR100% algodónQue contiene al menos:EXTERIOR100% algodón de cultivo orgánico certificado OCSMATERIALES CERTIFICADOSALGODÓN DE CULTIVO ORGÁNICO CERTIFICADO OCSEsta fibra se produce sin utilizar fertilizantes ni pesticidas artificiales y se cultiva a partir de semillas que no han sido modificadas genéticamente. Actualmente trabajamos con el Organic Content Standard (OCS) que supervisa el proceso desde el origen hasta el producto final.Certificado por Intertek 193341Más informaciónCUIDADOSCuidar de tus prendas es cuidar del medioambienteLos lavados a bajas temperaturas y los programas de centrifugado suaves son más delicados con las prendas, ayudando a mantener el color, la forma y la estructura del tejido. Al mismo tiempo, reduce el consumo de energía que se utiliza en los procesos de cuidado.Guía para el cuidado de la ropaLavar a máquina max. 30ºC. Centrifugado cortoNo usar lejía / blanqueadorPlanchar máximo 110ºCLimpieza en seco solo esencias mineralesNo usar secadoraORIGENTrabajamos con nuestros proveedores, trabajadores, sindicatos y organismos internacionales para desarrollar una cadena de suministro en la que se respetan y promueven los derechos humanos, contribuyendo a los Objetivos de Desarrollo Sostenible de Naciones Unidas.Gracias a la colaboración con nuestros proveedores, trabajamos para conocer las instalaciones y procesos que se emplean para fabricar nuestros productos con el objetivo de conocer su trazabilidad.Esta prenda se ha producido en los siguientes orígenes:Hecho en MarruecosHecho en TurquíaVer más']"
15,['PANTALÓN CARROT DOBLE PINZA'],"35,95 EUR","35,95 EUR","['COMPOSICIÓN, CUIDADOS & ORIGENCOMPOSICIÓNTrabajamos con programas de seguimiento para garantizar el cumplimiento de nuestros estándares sociales, medioambientales y de seguridad y salud de nuestros productos. Para evaluar su cumplimiento hemos desarrollado un programa de auditorías y planes de mejora continua.EXTERIOR63% poliéster32% viscosa5% elastanoQue contiene al menos:EXTERIOR63% poliéster reciclado certificado RCSMATERIALES CERTIFICADOSPOLIÉSTER RECICLADO CERTIFICADO RCSActualmente, el poliéster reciclado se fabrica principalmente a partir de residuos de plástico PET. Se trata de un tipo de plástico muy utilizado en diversos artículos, como las botellas de plástico. El uso de materiales reciclados ayuda a limitar la producción de fibra de poliéster virgen. Está certificado según el Recycled Claim Standard  (RCS), que verifica el contenido reciclado y hace un seguimiento desde el origen hasta el producto final.Certificado por Intertek 193341Más informaciónCUIDADOSCuidar de tus prendas es cuidar del medioambienteLos lavados a bajas temperaturas y los programas de centrifugado suaves son más delicados con las prendas, ayudando a mantener el color, la forma y la estructura del tejido. Al mismo tiempo, reduce el consumo de energía que se utiliza en los procesos de cuidado.Guía para el cuidado de la ropaLavar a máquina max. 30ºC. Centrifugado cortoNo usar lejía / blanqueadorPlanchar máximo 110ºCLim.Seco tetracloroetilenoNo usar secadoraORIGENTrabajamos con nuestros proveedores, trabajadores, sindicatos y organismos internacionales para desarrollar una cadena de suministro en la que se respetan y promueven los derechos humanos, contribuyendo a los Objetivos de Desarrollo Sostenible de Naciones Unidas.Gracias a la colaboración con nuestros proveedores, trabajamos para conocer las instalaciones y procesos que se emplean para fabricar nuestros productos con el objetivo de conocer su trazabilidad.Hecho en TurquíaVer más']"
16,['JEANS Z1975 JOGGER TIRO ALTO CORDONES BAJO'],"25,95 EUR","15,99 EUR","['COMPOSICIÓN, CUIDADOS & ORIGENCOMPOSICIÓNTrabajamos con programas de seguimiento para garantizar el cumplimiento de nuestros estándares sociales, medioambientales y de seguridad y salud de nuestros productos. Para evaluar su cumplimiento hemos desarrollado un programa de auditorías y planes de mejora continua.EXTERIOR100% algodónQue contiene al menos:EXTERIOR20% algodón reciclado certificado RCS80% algodón de cultivo orgánico certificado OCSMATERIALES CERTIFICADOSALGODÓN RECICLADO CERTIFICADO RCSEsta fibra se fabrica a partir de residuos textiles de algodón reciclado. El uso de materiales reciclados ayuda a limitar el consumo de materias primas. Está certificada conforme al Recycled Claim Standard  (RCS), que verifica el contenido reciclado y hace un seguimiento desde el origen hasta el producto final.Certificado por Intertek 193341Más informaciónALGODÓN DE CULTIVO ORGÁNICO CERTIFICADO OCSEsta fibra se produce sin utilizar fertilizantes ni pesticidas artificiales y se cultiva a partir de semillas que no han sido modificadas genéticamente. Actualmente trabajamos con el Organic Content Standard (OCS) que supervisa el proceso desde el origen hasta el producto final.Certificado por Intertek 193341Más informaciónCUIDADOSCuidar de tus prendas es cuidar del medioambiente.Para alargar la vida de tus prendas de denim lávalas siempre a bajas temperaturas y del revés, de esta forma ayudamos a preservar los colores, la estructura del tejido y reducimos el consumo de energía.Guía para el cuidado de la ropaLavar a máquina max. 40ºC centrifugado cortoNo usar lejía / blanqueadorPlanchar máximo 150 º CNo limpieza en secoSe puede usar secadora temperatura reducidaNo lavar adornosPlanchar sin vaporORIGENTrabajamos con nuestros proveedores, trabajadores, sindicatos y organismos internacionales para desarrollar una cadena de suministro en la que se respetan y promueven los derechos humanos, contribuyendo a los Objetivos de Desarrollo Sostenible de Naciones Unidas.Gracias a la colaboración con nuestros proveedores, trabajamos para conocer las instalaciones y procesos que se emplean para fabricar nuestros productos con el objetivo de conocer su trazabilidad.Hecho en BangladeshVer más']"
17,['CHAQUETA CORTA BOTONES ZW COLLECTION'],"59,95 EUR","39,99 EUR","['COMPOSICIÓN, CUIDADOS & ORIGENCOMPOSICIÓNTrabajamos con programas de seguimiento para garantizar el cumplimiento de nuestros estándares sociales, medioambientales y de seguridad y salud de nuestros productos. Para evaluar su cumplimiento hemos desarrollado un programa de auditorías y planes de mejora continua.EXTERIOR100% poliésterFORRO100% viscosaQue contiene al menos:EXTERIOR73% poliéster reciclado certificado RCSMATERIALES CERTIFICADOSPOLIÉSTER RECICLADO CERTIFICADO RCSActualmente, el poliéster reciclado se fabrica principalmente a partir de residuos de plástico PET. Se trata de un tipo de plástico muy utilizado en diversos artículos, como las botellas de plástico. El uso de materiales reciclados ayuda a limitar la producción de fibra de poliéster virgen. Está certificado según el Recycled Claim Standard  (RCS), que verifica el contenido reciclado y hace un seguimiento desde el origen hasta el producto final.Certificado por Intertek 193341Más informaciónCUIDADOSCuidar de tus prendas es cuidar del medioambiente.Para mantener limpias tus chaquetas y abrigos sólo tienes que ventilarlas y pasarles un paño o un cepillo para la ropa. Si la limpieza en seco es necesaria intenta buscar tintorerías que utilicen tecnologías respetuosas con el medioambiente.Guía para el cuidado de la ropaNo lavarNo usar lejía / blanqueadorPlanchar máximo 150 º CLim.Seco tetracloroetilenoNo usar secadoraORIGENTrabajamos con nuestros proveedores, trabajadores, sindicatos y organismos internacionales para desarrollar una cadena de suministro en la que se respetan y promueven los derechos humanos, contribuyendo a los Objetivos de Desarrollo Sostenible de Naciones Unidas.Gracias a la colaboración con nuestros proveedores, trabajamos para conocer las instalaciones y procesos que se emplean para fabricar nuestros productos con el objetivo de conocer su trazabilidad.Hecho en MarruecosVer más']"
18,['PANTALÓN ESTAMPADO ZW COLLECTION'],"29,95 EUR","17,99 EUR","['COMPOSICIÓN, CUIDADOS & ORIGENCOMPOSICIÓNTrabajamos con programas de seguimiento para garantizar el cumplimiento de nuestros estándares sociales, medioambientales y de seguridad y salud de nuestros productos. Para evaluar su cumplimiento hemos desarrollado un programa de auditorías y planes de mejora continua.EXTERIOR100% algodónQue contiene al menos:EXTERIOR100% algodón de cultivo orgánico certificado OCSMATERIALES CERTIFICADOSALGODÓN DE CULTIVO ORGÁNICO CERTIFICADO OCSEsta fibra se produce sin utilizar fertilizantes ni pesticidas artificiales y se cultiva a partir de semillas que no han sido modificadas genéticamente. Actualmente trabajamos con el Organic Content Standard (OCS) que supervisa el proceso desde el origen hasta el producto final.Certificado por Intertek 193341Más informaciónCUIDADOSCuidar de tus prendas es cuidar del medioambienteLos lavados a bajas temperaturas y los programas de centrifugado suaves son más delicados con las prendas, ayudando a mantener el color, la forma y la estructura del tejido. Al mismo tiempo, reduce el consumo de energía que se utiliza en los procesos de cuidado.Guía para el cuidado de la ropaLavar a máquina max. 30ºC. Centrifugado cortoNo usar lejía / blanqueadorPlanchar máximo 110ºCLim.Seco tetracloroetilenoNo usar secadoraORIGENTrabajamos con nuestros proveedores, trabajadores, sindicatos y organismos internacionales para desarrollar una cadena de suministro en la que se respetan y promueven los derechos humanos, contribuyendo a los Objetivos de Desarrollo Sostenible de Naciones Unidas.Gracias a la colaboración con nuestros proveedores, trabajamos para conocer las instalaciones y procesos que se emplean para fabricar nuestros productos con el objetivo de conocer su trazabilidad.Hecho en MarruecosVer más']"
19,['JERSEY PUNTO LISO LAZADA'],"22,95 EUR","12,99 EUR","['COMPOSICIÓN, CUIDADOS & ORIGENCOMPOSICIÓNTrabajamos con programas de seguimiento para garantizar el cumplimiento de nuestros estándares sociales, medioambientales y de seguridad y salud de nuestros productos. Para evaluar su cumplimiento hemos desarrollado un programa de auditorías y planes de mejora continua.EXTERIOR100% acrílicoCUIDADOSCuidar de tus prendas es cuidar del medioambienteLos lavados a bajas temperaturas y los programas de centrifugado suaves son más delicados con las prendas, ayudando a mantener el color, la forma y la estructura del tejido. Al mismo tiempo, reduce el consumo de energía que se utiliza en los procesos de cuidado.Guía para el cuidado de la ropaLavar a máquina max. 30ºC. Centrifugado cortoNo usar lejía / blanqueadorPlanchar máximo 110ºCNo limpieza en secoSe puede usar secadora temperatura reducidaUtilizar bolsa de lavadoORIGENTrabajamos con nuestros proveedores, trabajadores, sindicatos y organismos internacionales para desarrollar una cadena de suministro en la que se respetan y promueven los derechos humanos, contribuyendo a los Objetivos de Desarrollo Sostenible de Naciones Unidas.Gracias a la colaboración con nuestros proveedores, trabajamos para conocer las instalaciones y procesos que se emplean para fabricar nuestros productos con el objetivo de conocer su trazabilidad.Hecho en ChinaVer más']"
20,['PANTALÓN LEGGINGS ZW COLLECTION'],"39,95 EUR","19,99 EUR","['COMPOSICIÓN, CUIDADOS & ORIGENCOMPOSICIÓNTrabajamos con programas de seguimiento para garantizar el cumplimiento de nuestros estándares sociales, medioambientales y de seguridad y salud de nuestros productos. Para evaluar su cumplimiento hemos desarrollado un programa de auditorías y planes de mejora continua.EXTERIOR97% viscosa3% elastanoCUIDADOSCuidar de tus prendas es cuidar del medioambienteLos lavados a bajas temperaturas y los programas de centrifugado suaves son más delicados con las prendas, ayudando a mantener el color, la forma y la estructura del tejido. Al mismo tiempo, reduce el consumo de energía que se utiliza en los procesos de cuidado.Guía para el cuidado de la ropaLavar a máquina max. 30ºC. Centrifugado cortoNo usar lejía / blanqueadorPlanchar máximo 150 º CLim.Seco tetracloroetilenoNo usar secadoraORIGENTrabajamos con nuestros proveedores, trabajadores, sindicatos y organismos internacionales para desarrollar una cadena de suministro en la que se respetan y promueven los derechos humanos, contribuyendo a los Objetivos de Desarrollo Sostenible de Naciones Unidas.Gracias a la colaboración con nuestros proveedores, trabajamos para conocer las instalaciones y procesos que se emplean para fabricar nuestros productos con el objetivo de conocer su trazabilidad.Hecho en TurquíaVer más']"
21,['PANTALÓN CARROT BAJO PUÑO'],"29,95 EUR","19,99 EUR","['COMPOSICIÓN, CUIDADOS & ORIGENCOMPOSICIÓNTrabajamos con programas de seguimiento para garantizar el cumplimiento de nuestros estándares sociales, medioambientales y de seguridad y salud de nuestros productos. Para evaluar su cumplimiento hemos desarrollado un programa de auditorías y planes de mejora continua.EXTERIOR63% poliéster32% viscosa5% elastanoQue contiene al menos:EXTERIOR40% poliéster reciclado certificado RCSMATERIALES CERTIFICADOSPOLIÉSTER RECICLADO CERTIFICADO RCSActualmente, el poliéster reciclado se fabrica principalmente a partir de residuos de plástico PET. Se trata de un tipo de plástico muy utilizado en diversos artículos, como las botellas de plástico. El uso de materiales reciclados ayuda a limitar la producción de fibra de poliéster virgen. Está certificado según el Recycled Claim Standard  (RCS), que verifica el contenido reciclado y hace un seguimiento desde el origen hasta el producto final.Certificado por Intertek 193341Más informaciónCUIDADOSCuidar de tus prendas es cuidar del medioambienteLos lavados a bajas temperaturas y los programas de centrifugado suaves son más delicados con las prendas, ayudando a mantener el color, la forma y la estructura del tejido. Al mismo tiempo, reduce el consumo de energía que se utiliza en los procesos de cuidado.Guía para el cuidado de la ropaLavar a máquina max. 40ºC centrifugado cortoNo usar lejía / blanqueadorPlanchar máximo 150 º CLim.Seco tetracloroetilenoSe puede usar secadora temperatura reducidaORIGENTrabajamos con nuestros proveedores, trabajadores, sindicatos y organismos internacionales para desarrollar una cadena de suministro en la que se respetan y promueven los derechos humanos, contribuyendo a los Objetivos de Desarrollo Sostenible de Naciones Unidas.Gracias a la colaboración con nuestros proveedores, trabajamos para conocer las instalaciones y procesos que se emplean para fabricar nuestros productos con el objetivo de conocer su trazabilidad.Hecho en TurquíaVer más']"
22,['PARKA WATER AND WIND PROTECTION'],"79,95 EUR","49,99 EUR","['COMPOSICIÓN, CUIDADOS & ORIGENCOMPOSICIÓNTrabajamos con programas de seguimiento para garantizar el cumplimiento de nuestros estándares sociales, medioambientales y de seguridad y salud de nuestros productos. Para evaluar su cumplimiento hemos desarrollado un programa de auditorías y planes de mejora continua.EXTERIOR100% poliésterFORROTEJIDO PRINCIPAL100% poliamidaTEJIDO SECUNDARIO100% poliésterRELLENO100% poliésterCUIDADOSCuidar de tus prendas es cuidar del medioambiente.Para mantener limpias tus chaquetas y abrigos sólo tienes que ventilarlas y pasarles un paño o un cepillo para la ropa. Este proceso es más delicado con los tejidos y además evita el consumo de agua y energía de los procesos de lavado.Guía para el cuidado de la ropaLavar a máquina max. 30ºC. Centrifugado cortoNo usar lejía / blanqueadorPlanchar máximo 110ºCNo limpieza en secoNo usar secadoraORIGENTrabajamos con nuestros proveedores, trabajadores, sindicatos y organismos internacionales para desarrollar una cadena de suministro en la que se respetan y promueven los derechos humanos, contribuyendo a los Objetivos de Desarrollo Sostenible de Naciones Unidas.Gracias a la colaboración con nuestros proveedores, trabajamos para conocer las instalaciones y procesos que se emplean para fabricar nuestros productos con el objetivo de conocer su trazabilidad.Esta prenda se ha producido en los siguientes orígenes:Hecho en MyanmarHecho en CamboyaVer más']"
23,['PANTALÓN PIJAMERO LINO ARRUGADO ZW COLLECTION'],"29,95 EUR","19,99 EUR","['COMPOSICIÓN, CUIDADOS & ORIGENCOMPOSICIÓNTrabajamos con programas de seguimiento para garantizar el cumplimiento de nuestros estándares sociales, medioambientales y de seguridad y salud de nuestros productos. Para evaluar su cumplimiento hemos desarrollado un programa de auditorías y planes de mejora continua.EXTERIOR54% lino46% poliésterQue contiene al menos:EXTERIOR54% lino de cultivo europeo certificado46% poliéster reciclado certificado RCSMATERIALES CERTIFICADOSLINO DE CULTIVO EUROPEO CERTIFICADOEl lino de cultivo Europeo se cultiva sin usar semillas genéticamente modificadas y limitando el uso de pesticidas y fertilizantes. Se produce en Europa Occidental, trazando toda la cadena de valor, de acuerdo con el estándar EUROPEAN FLAX™ deAlliance for European Flax-Linen and Hemp.POLIÉSTER RECICLADO CERTIFICADO RCSActualmente, el poliéster reciclado se fabrica principalmente a partir de residuos de plástico PET. Se trata de un tipo de plástico muy utilizado en diversos artículos, como las botellas de plástico. El uso de materiales reciclados ayuda a limitar la producción de fibra de poliéster virgen. Está certificado según el Recycled Claim Standard  (RCS), que verifica el contenido reciclado y hace un seguimiento desde el origen hasta el producto final.Certificado por Intertek 193341Más informaciónCUIDADOSCuidar de tus prendas es cuidar del medioambienteLos lavados a bajas temperaturas y los programas de centrifugado suaves son más delicados con las prendas, ayudando a mantener el color, la forma y la estructura del tejido. Al mismo tiempo, reduce el consumo de energía que se utiliza en los procesos de cuidado.Guía para el cuidado de la ropaLavar a máquina max. 30ºC. Centrifugado cortoNo usar lejía / blanqueadorPlanchar máximo 110ºCLim.Seco tetracloroetilenoNo usar secadoraORIGENTrabajamos con nuestros proveedores, trabajadores, sindicatos y organismos internacionales para desarrollar una cadena de suministro en la que se respetan y promueven los derechos humanos, contribuyendo a los Objetivos de Desarrollo Sostenible de Naciones Unidas.Gracias a la colaboración con nuestros proveedores, trabajamos para conocer las instalaciones y procesos que se emplean para fabricar nuestros productos con el objetivo de conocer su trazabilidad.Hecho en CamboyaVer más']"
24,['FALDA MIDI VUELO ZW COLLECTION'],"39,95 EUR","19,99 EUR","['COMPOSICIÓN, CUIDADOS & ORIGENCOMPOSICIÓNTrabajamos con programas de seguimiento para garantizar el cumplimiento de nuestros estándares sociales, medioambientales y de seguridad y salud de nuestros productos. Para evaluar su cumplimiento hemos desarrollado un programa de auditorías y planes de mejora continua.EXTERIOR99% poliéster1% elastanoFORRO100% poliésterQue contiene al menos:EXTERIOR99% poliéster reciclado certificado RCSFORRO100% poliéster reciclado certificado RCSMATERIALES CERTIFICADOSPOLIÉSTER RECICLADO CERTIFICADO RCSActualmente, el poliéster reciclado se fabrica principalmente a partir de residuos de plástico PET. Se trata de un tipo de plástico muy utilizado en diversos artículos, como las botellas de plástico. El uso de materiales reciclados ayuda a limitar la producción de fibra de poliéster virgen. Está certificado según el Recycled Claim Standard  (RCS), que verifica el contenido reciclado y hace un seguimiento desde el origen hasta el producto final.Certificado por Intertek 193341Más informaciónCUIDADOSCuidar de tus prendas es cuidar del medioambienteLos lavados a bajas temperaturas y los programas de centrifugado suaves son más delicados con las prendas, ayudando a mantener el color, la forma y la estructura del tejido. Al mismo tiempo, reduce el consumo de energía que se utiliza en los procesos de cuidado.Guía para el cuidado de la ropaLavar a máquina max. 30ºC. Centrifugado cortoNo usar lejía / blanqueadorPlanchar máximo 110ºCLim.Seco tetracloroetilenoNo usar secadoraORIGENTrabajamos con nuestros proveedores, trabajadores, sindicatos y organismos internacionales para desarrollar una cadena de suministro en la que se respetan y promueven los derechos humanos, contribuyendo a los Objetivos de Desarrollo Sostenible de Naciones Unidas.Gracias a la colaboración con nuestros proveedores, trabajamos para conocer las instalaciones y procesos que se emplean para fabricar nuestros productos con el objetivo de conocer su trazabilidad.Hecho en CamboyaVer más']"
